type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct,elapsed_hours_from_first,hours_from_prev_operation,group,end_reason,analysis_role,test_temperature_profile,load_profile,eol_rule_source,cutoff_voltage,discharge_current,eol_fade_threshold,cap_flag,cap_exclude,cap_anomaly,discharge_cycle_raw,is_hard_excluded,discharge_cycle_valid,init_cap,SOH_nominal,SOH_relative,eol_soh_threshold,eol_cycle,RUL,rul_label_type
discharge,2010-04-14 16:43:39,24,B0038,0,2291,02291.csv,0.8980573709676724,,,0.0,0.0,E,QA_issue,excluded,24_44°C_mixed,1A_2A_4A_mixed,NASA_20%fade,2.2,1A_2A_4A_mixed,0.2,valid,False,False,1,False,1.0,1.0613249847591086,44.9,84.62,80.0,1.0,0.0,unsupported_for_rul
discharge,2010-04-14 21:10:11,24,B0038,4,2295,02295.csv,1.1026236331914077,,,4.442222222222222,0.5286111111111111,E,QA_issue,excluded,24_44°C_mixed,1A_2A_4A_mixed,NASA_20%fade,2.2,1A_2A_4A_mixed,0.2,valid,False,False,2,False,2.0,1.0613249847591086,55.13,103.89,80.0,1.0,0.0,unsupported_for_rul
discharge,2010-04-15 00:37:31,24,B0038,6,2297,02297.csv,1.0885801879473431,,,7.897777777777778,3.019722222222222,E,QA_issue,excluded,24_44°C_mixed,1A_2A_4A_mixed,NASA_20%fade,2.2,1A_2A_4A_mixed,0.2,valid,False,False,3,False,3.0,1.0613249847591086,54.43,102.57,80.0,1.0,0.0,unsupported_for_rul
discharge,2010-04-15 04:04:41,24,B0038,8,2299,02299.csv,1.0613249847591086,,,11.350555555555555,3.0194444444444444,E,QA_issue,excluded,24_44°C_mixed,1A_2A_4A_mixed,NASA_20%fade,2.2,1A_2A_4A_mixed,0.2,valid,False,False,4,False,4.0,1.0613249847591086,53.07,100.0,80.0,1.0,0.0,unsupported_for_rul
discharge,2010-04-15 07:31:40,24,B0038,10,2301,02301.csv,1.0347062057983545,,,14.800277777777778,3.019722222222222,E,QA_issue,excluded,24_44°C_mixed,1A_2A_4A_mixed,NASA_20%fade,2.2,1A_2A_4A_mixed,0.2,valid,False,False,5,False,5.0,1.0613249847591086,51.74,97.49,80.0,1.0,0.0,unsupported_for_rul
discharge,2010-04-15 10:58:27,24,B0038,12,2303,02303.csv,1.0269978594353013,,,18.246666666666666,3.0194444444444444,E,QA_issue,excluded,24_44°C_mixed,1A_2A_4A_mixed,NASA_20%fade,2.2,1A_2A_4A_mixed,0.2,valid,False,False,6,False,6.0,1.0613249847591086,51.35,96.77,80.0,1.0,0.0,unsupported_for_rul
discharge,2010-04-16 12:15:00,24,B0038,16,2307,02307.csv,1.078501971098942,,,43.5225,21.171944444444446,E,QA_issue,excluded,24_44°C_mixed,1A_2A_4A_mixed,NASA_20%fade,2.2,1A_2A_4A_mixed,0.2,valid,False,False,7,False,7.0,1.0613249847591086,53.93,101.62,80.0,1.0,0.0,unsupported_for_rul
discharge,2010-04-16 16:48:31,24,B0038,20,2311,02311.csv,1.0638897478802845,,,48.08111111111111,0.5288888888888889,E,QA_issue,excluded,24_44°C_mixed,1A_2A_4A_mixed,NASA_20%fade,2.2,1A_2A_4A_mixed,0.2,valid,False,False,8,False,8.0,1.0613249847591086,53.19,100.24,80.0,1.0,0.0,unsupported_for_rul
discharge,2010-04-16 20:15:00,24,B0038,22,2313,02313.csv,1.0366551223324425,,,51.5225,3.019722222222222,E,QA_issue,excluded,24_44°C_mixed,1A_2A_4A_mixed,NASA_20%fade,2.2,1A_2A_4A_mixed,0.2,valid,False,False,9,False,9.0,1.0613249847591086,51.83,97.68,80.0,1.0,0.0,unsupported_for_rul
discharge,2010-04-16 23:41:13,24,B0038,24,2315,02315.csv,1.030941327482094,,,54.95944444444444,3.02,E,QA_issue,excluded,24_44°C_mixed,1A_2A_4A_mixed,NASA_20%fade,2.2,1A_2A_4A_mixed,0.2,valid,False,False,10,False,10.0,1.0613249847591086,51.55,97.14,80.0,1.0,0.0,unsupported_for_rul
discharge,2010-04-17 03:07:06,24,B0038,26,2317,02317.csv,1.0140084541034655,,,58.39083333333333,3.0205555555555557,E,QA_issue,excluded,24_44°C_mixed,1A_2A_4A_mixed,NASA_20%fade,2.2,1A_2A_4A_mixed,0.2,valid,False,False,11,False,11.0,1.0613249847591086,50.7,95.54,80.0,1.0,0.0,unsupported_for_rul
discharge,2010-04-17 06:32:52,24,B0038,28,2319,02319.csv,1.008516095994519,,,61.820277777777775,3.019722222222222,E,QA_issue,excluded,24_44°C_mixed,1A_2A_4A_mixed,NASA_20%fade,2.2,1A_2A_4A_mixed,0.2,valid,False,False,12,False,12.0,1.0613249847591086,50.43,95.02,80.0,1.0,0.0,unsupported_for_rul
discharge,2010-04-21 13:51:46,44,B0038,32,2323,02323.csv,1.7419245088095905,,,165.1352777777778,99.22611111111111,E,QA_issue,excluded,24_44°C_mixed,1A_2A_4A_mixed,NASA_20%fade,2.2,1A_2A_4A_mixed,0.2,valid,False,False,13,False,13.0,1.0613249847591086,87.1,164.13,80.0,1.0,0.0,unsupported_for_rul
discharge,2010-04-21 19:29:11,44,B0038,36,2327,02327.csv,1.779741859708433,,,170.7588888888889,0.5291666666666667,E,QA_issue,excluded,24_44°C_mixed,1A_2A_4A_mixed,NASA_20%fade,2.2,1A_2A_4A_mixed,0.2,valid,False,False,14,False,14.0,1.0613249847591086,88.99,167.69,80.0,1.0,0.0,unsupported_for_rul
discharge,2010-04-21 23:57:08,44,B0038,38,2329,02329.csv,1.7815666306452766,,,175.22472222222223,2.6166666666666667,E,QA_issue,excluded,24_44°C_mixed,1A_2A_4A_mixed,NASA_20%fade,2.2,1A_2A_4A_mixed,0.2,valid,False,False,15,False,15.0,1.0613249847591086,89.08,167.86,80.0,1.0,0.0,unsupported_for_rul
discharge,2010-04-22 04:30:34,44,B0038,40,2331,02331.csv,1.7834859577156017,,,179.78194444444443,2.7088888888888887,E,QA_issue,excluded,24_44°C_mixed,1A_2A_4A_mixed,NASA_20%fade,2.2,1A_2A_4A_mixed,0.2,valid,False,False,16,False,16.0,1.0613249847591086,89.17,168.04,80.0,1.0,0.0,unsupported_for_rul
discharge,2010-04-22 08:59:11,44,B0038,42,2333,02333.csv,1.7864411650415677,,,184.2588888888889,2.629166666666667,E,QA_issue,excluded,24_44°C_mixed,1A_2A_4A_mixed,NASA_20%fade,2.2,1A_2A_4A_mixed,0.2,valid,False,False,17,False,17.0,1.0613249847591086,89.32,168.32,80.0,1.0,0.0,unsupported_for_rul
discharge,2010-04-22 13:28:29,44,B0038,44,2335,02335.csv,1.7859997608067948,,,188.74722222222223,2.6433333333333335,E,QA_issue,excluded,24_44°C_mixed,1A_2A_4A_mixed,NASA_20%fade,2.2,1A_2A_4A_mixed,0.2,valid,False,False,18,False,18.0,1.0613249847591086,89.3,168.28,80.0,1.0,0.0,unsupported_for_rul
discharge,2010-04-23 16:52:59,44,B0038,48,2339,02339.csv,1.7769523773001608,,,216.15555555555557,22.26972222222222,E,QA_issue,excluded,24_44°C_mixed,1A_2A_4A_mixed,NASA_20%fade,2.2,1A_2A_4A_mixed,0.2,valid,False,False,19,False,19.0,1.0613249847591086,88.85,167.43,80.0,1.0,0.0,unsupported_for_rul
discharge,2010-04-23 22:31:01,44,B0038,52,2343,02343.csv,1.781428917321899,,,221.78944444444446,0.5294444444444445,E,QA_issue,excluded,24_44°C_mixed,1A_2A_4A_mixed,NASA_20%fade,2.2,1A_2A_4A_mixed,0.2,valid,False,False,20,False,20.0,1.0613249847591086,89.07,167.85,80.0,1.0,0.0,unsupported_for_rul
